,Origin,Destination,Destination_Latitude,Destination_Longitude
1179,CGO,SZX,22.639444,113.810833
1180,CGO,KMG,25.101944,102.929167
1181,CGO,XMN,24.543064,118.134178
1182,CGO,URC,43.90126,87.475148
1183,CGO,HAK,19.934877,110.45896
1184,CGO,HRB,45.620854,126.23644
1185,CGO,DLC,38.96102,121.539991
1186,CGO,HGH,30.236934,120.432356
1187,CGO,KWE,26.544217,106.79598
1188,CGO,PVG,31.143333,121.805278
1189,CGO,TFU,30.314195,104.44186
1190,CGO,NNG,22.61321,108.167501
1191,CGO,SYX,18.305276,109.40888
1192,CGO,ZUH,22.011788,113.370601
1193,CGO,HET,40.854712,111.814157
1194,CGO,FOC,25.931231,119.66923
1195,CGO,WNZ,27.91566,120.847381
1196,CGO,NGB,29.826696,121.462002
1197,CGO,SHE,41.634992,123.485731
1198,CGO,JJN,24.802809,118.587293
1199,CGO,CKG,29.7192,106.641998
1200,CGO,SHA,31.19779,121.333473
1201,CGO,LHW,36.509497,103.61756
1202,CGO,XNN,36.527506,102.043002
1203,CGO,CGQ,43.99611,125.68528
1204,CGO,BAV,40.563442,109.998495
1205,CGO,KRL,41.616399,86.143123
1206,CGO,INC,38.323031,106.388059
1207,CGO,LJG,26.679975,100.245768
1208,CGO,CTU,30.581134,103.956799
1210,CGO,AKU,41.259984,80.292618
1211,CGO,JHG,21.973422,100.766454
1212,CGO,HUZ,23.050418,114.596859
1213,CGO,KWL,25.217585,110.046839
1214,CGO,SWA,23.54944,116.510277
1215,CGO,YNT,37.657222,120.987222
1216,CGO,HSN,29.935258,122.356914
1218,CGO,DSN,39.496721,109.860527
1219,CGO,LXA,29.2978,90.911903
1220,CGO,PEK,40.078538,116.587095
1221,CGO,ZHA,21.214727,110.362715
1222,CGO,ICN,37.458764,126.441961
1223,CGO,TAO,36.361944,120.088333
1225,CGO,DMK,13.9125,100.606667
1226,CGO,JUZ,28.966667,118.833333
1227,CGO,KHG,39.53689,76.010387
1228,CGO,DYG,29.10712,110.445685
1230,CGO,KUL,2.744344,101.717259
1234,CGO,LZO,29.030556,105.46889
1235,CGO,BKK,13.693062,100.752044
1238,CGO,TPE,25.075512,121.23248
1239,CGO,WMT,27.96222,106.435
1240,CGO,YIN,43.951998,81.331444
1241,CGO,YIW,29.344562,120.028808
1242,CGO,CIF,42.154523,118.833173
1243,CGO,KHN,28.859902,115.907845
1244,CGO,JGS,26.856899,114.737
1246,CGO,YBP,28.801665,104.551835
1247,CGO,HLD,49.209906,119.818129
1250,CGO,KOW,25.849628,114.777786
1253,CGO,HKG,22.315248,113.93649
1254,CGO,SIN,1.361173,103.990201
1256,CGO,UYN,38.361466,109.596181
1266,CGO,HKT,8.107619,98.306436
1267,CGO,PNH,11.552193,104.846174
1268,CGO,HNY,26.723889,112.618333
1271,CGO,DZH,31.048611,107.435556
1272,CGO,CJU,33.506698,126.493119
1274,CGO,TSN,39.128273,117.355906
1275,CGQ,PVG,31.143333,121.805278
1276,CGQ,TAO,36.361944,120.088333
1277,CGQ,PKX,39.508611,116.410833
1278,CGQ,HGH,30.236934,120.432356
1279,CGQ,TNA,36.857689,117.206881
1280,CGQ,NKG,31.735737,118.86652
1281,CGQ,XIY,34.438416,108.760946
1282,CGQ,TFU,30.314195,104.44186
1283,CGQ,WUH,30.776789,114.217577
1284,CGQ,CAN,23.387862,113.29734
1285,CGQ,PEK,40.078538,116.587095
1286,CGQ,CGO,34.527519,113.840242
1287,CGQ,YNT,37.657222,120.987222
1288,CGQ,HET,40.854712,111.814157
1289,CGQ,SZX,22.639444,113.810833
1290,CGQ,WEH,37.188142,122.236067
1291,CGQ,TSN,39.128273,117.355906
1292,CGQ,SJW,38.281868,114.692106
1293,CGQ,CKG,29.7192,106.641998
1294,CGQ,CSX,28.193336,113.214592
1295,CGQ,NGB,29.826696,121.462002
1296,CGQ,YTY,32.563057,119.720278
1297,CGQ,XUZ,34.055033,117.554758
1298,CGQ,SHA,31.19779,121.333473
1299,CGQ,CTU,30.581134,103.956799
1300,CGQ,WNZ,27.91566,120.847381
1301,CGQ,HFE,31.992778,116.973333
1302,CGQ,KHN,28.859902,115.907845
1303,CGQ,LYI,35.047477,118.407068
1304,CGQ,TYN,37.754996,112.62585
1305,CGQ,WUX,31.492889,120.424374
1306,CGQ,NTG,32.072921,120.975605
1308,CGQ,ICN,37.458764,126.441961
1309,CGQ,LYG,34.565938,118.876986
1312,CGQ,XFN,32.150067,112.290691
1314,CGQ,YCU,35.114987,111.037051
1315,CGQ,HLD,49.209906,119.818129
1317,CGQ,KMG,25.101944,102.929167
1318,CGQ,INC,38.323031,106.388059
1319,CGQ,YIW,29.344562,120.028808
1321,CGQ,CZX,31.914116,119.779762
1322,CGQ,FOC,25.931231,119.66923
1323,CGQ,DSN,39.496721,109.860527
1324,CGQ,YNZ,33.431217,120.204406
1325,CGQ,URC,43.90126,87.475148
1328,CGQ,NRT,35.773213,140.387443
1329,CGQ,SYX,18.305276,109.40888
1330,CGQ,XMN,24.543064,118.134178
1331,CGQ,LHW,36.509497,103.61756
1332,CGQ,FUG,32.866667,115.7
1334,CGQ,UYN,38.361466,109.596181
1335,CGQ,HIA,33.7875,119.12778
1337,CGQ,KWE,26.544217,106.79598
1338,CGQ,HKG,22.315248,113.93649
1339,CIF,HET,40.854712,111.814157
1340,CIF,BAV,40.563442,109.998495
1343,CIF,TAO,36.361944,120.088333
1344,CIF,TNA,36.857689,117.206881
1345,CIF,NKG,31.735737,118.86652
1347,CIF,PVG,31.143333,121.805278
1350,CIF,SJW,38.281868,114.692106
1351,CIF,HGH,30.236934,120.432356
1352,CIF,HLD,49.209906,119.818129
1353,CIF,TSN,39.128273,117.355906
1354,CIF,CGO,34.527519,113.840242
1355,CIF,XIY,34.438416,108.760946
1356,CIF,DSN,39.496721,109.860527
1358,CIF,TYN,37.754996,112.62585
1359,CIF,DLC,38.96102,121.539991
1360,CIF,HRB,45.620854,126.23644
1362,CIF,SZX,22.639444,113.810833
1363,CIF,LYA,34.736361,112.385406
1367,CJU,PUS,35.179319,128.948728
1370,CJU,PVG,31.143333,121.805278
1373,CJU,TPE,25.075512,121.23248
1377,CJU,PEK,40.078538,116.587095
1378,CJU,HGH,30.236934,120.432356
1379,CJU,PKX,39.508611,116.410833
1380,CJU,NKG,31.735737,118.86652
1381,CJU,HKG,22.315248,113.93649
1382,CJU,CAN,23.387862,113.29734
1383,CJU,KIX,34.43533,135.243977
1384,CJU,NGB,29.826696,121.462002
1386,CJU,SIN,1.361173,103.990201
1387,CJU,TAO,36.361944,120.088333
1389,CJU,NRT,35.773213,140.387443
1390,CJU,SZX,22.639444,113.810833
1391,CJU,CSX,28.193336,113.214592
1392,CJU,DLC,38.96102,121.539991
1393,CJU,FOC,25.931231,119.66923
1394,CJU,NTG,32.072921,120.975605
1395,CJU,SHE,41.634992,123.485731
1396,CJU,XIY,34.438416,108.760946
1397,CJU,CGO,34.527519,113.840242
1398,CJU,DSN,39.496721,109.860527
1399,CJU,WUX,31.492889,120.424374
1400,CJU,UYN,38.361466,109.596181
1401,CJU,CEB,10.313333,123.982778
1402,CKG,CAN,23.387862,113.29734
1403,CKG,SZX,22.639444,113.810833
1404,CKG,PVG,31.143333,121.805278
1405,CKG,HGH,30.236934,120.432356
1406,CKG,PEK,40.078538,116.587095
1407,CKG,NKG,31.735737,118.86652
1408,CKG,PKX,39.508611,116.410833
1409,CKG,SHA,31.19779,121.333473
1410,CKG,LXA,29.2978,90.911903
1411,CKG,TAO,36.361944,120.088333
1412,CKG,TNA,36.857689,117.206881
1413,CKG,HFE,31.992778,116.973333
1414,CKG,WUH,30.776789,114.217577
1415,CKG,HAK,19.934877,110.45896
1416,CKG,CSX,28.193336,113.214592
1417,CKG,URC,43.90126,87.475148
1418,CKG,SYX,18.305276,109.40888
1419,CKG,XMN,24.543064,118.134178
1420,CKG,FOC,25.931231,119.66923
1421,CKG,WUX,31.492889,120.424374
1422,CKG,ZUH,22.011788,113.370601
1423,CKG,NGB,29.826696,121.462002
1424,CKG,TSN,39.128273,117.355906
1425,CKG,KHN,28.859902,115.907845
1426,CKG,WNZ,27.91566,120.847381
1427,CKG,TYN,37.754996,112.62585
1428,CKG,CGO,34.527519,113.840242
1429,CKG,SJW,38.281868,114.692106
1430,CKG,SWA,23.54944,116.510277
1431,CKG,KMG,25.101944,102.929167
1432,CKG,DLU,25.65135,100.323158
1433,CKG,SHE,41.634992,123.485731
1434,CKG,CGQ,43.99611,125.68528
1435,CKG,LJG,26.679975,100.245768
1437,CKG,XIY,34.438416,108.760946
1438,CKG,CZX,31.914116,119.779762
1439,CKG,HRB,45.620854,126.23644
1440,CKG,INC,38.323031,106.388059
1441,CKG,JHG,21.973422,100.766454
1442,CKG,JJN,24.802809,118.587293
1443,CKG,NNG,22.61321,108.167501
1444,CKG,SIN,1.361173,103.990201
1445,CKG,YNT,37.657222,120.987222
1446,CKG,HET,40.854712,111.814157
1447,CKG,HKG,22.315248,113.93649
1448,CKG,XNN,36.527506,102.043002
1449,CKG,XUZ,34.055033,117.554758
1450,CKG,YIW,29.344562,120.028808
1451,CKG,HYN,28.562224,121.428614
1452,CKG,KRL,41.616399,86.143123
1453,CKG,NTG,32.072921,120.975605
1454,CKG,DMK,13.9125,100.606667
1455,CKG,AKU,41.259984,80.292618
1458,CKG,HUZ,23.050418,114.596859
1459,CKG,LHW,36.509497,103.61756
1460,CKG,LYA,34.736361,112.385406
1461,CKG,WMT,27.96222,106.435
1462,CKG,YCU,35.114987,111.037051
1463,CKG,YTY,32.563057,119.720278
1465,CKG,DLC,38.96102,121.539991
1467,CKG,DSN,39.496721,109.860527
1468,CKG,HIA,33.7875,119.12778
1469,CKG,JNG,35.646944,116.742222
1470,CKG,KUL,2.744344,101.717259
1471,CKG,ZHA,21.214727,110.362715
1472,CKG,JUZ,28.966667,118.833333
1473,CKG,YIN,43.951998,81.331444
1477,CKG,ACX,25.085556,104.959444
1480,CKG,DYG,29.10712,110.445685
1485,CKG,HKT,8.107619,98.306436
1486,CKG,ICN,37.458764,126.441961
1487,CKG,KOW,25.849628,114.777786
1488,CKG,LYG,34.565938,118.876986
1489,CKG,LYI,35.047477,118.407068
1491,CKG,UYN,38.361466,109.596181
1492,CKG,YNZ,33.431217,120.204406
1496,CKG,BAV,40.563442,109.998495
1497,CKG,PNH,11.552193,104.846174
1499,CKG,JGS,26.856899,114.737
1500,CKG,TPE,25.075512,121.23248
1502,CKG,SHS,30.321995,112.2781
1505,CKG,FUG,32.866667,115.7
1508,CKG,HNY,26.723889,112.618333
1512,CKG,MFM,22.156587,113.57285
1518,CKG,XFN,32.150067,112.290691
1519,CKG,VTE,17.975432,102.567721
1521,CKG,PEN,5.292961,100.265173
1525,CKG,SGN,10.813045,106.662477
1527,CKG,BKK,13.693062,100.752044
1529,CKG,DOH,25.260988,51.613594
1530,CKG,DXB,25.256557,55.366071
1533,CKG,KHG,39.53689,76.010387
1534,CKG,KIX,34.43533,135.243977
1535,CKG,KWL,25.217585,110.046839
1540,CKG,HAN,21.214184,105.802827
1543,CKG,HLD,49.209906,119.818129
1544,CMB,DXB,25.256557,55.366071
1545,CMB,MAA,12.982267,80.163782
1546,CMB,MLE,4.19183,73.529108
1547,CMB,DOH,25.260988,51.613594
1548,CMB,AUH,24.426912,54.645974
1549,CMB,KUL,2.744344,101.717259
1550,CMB,BOM,19.089891,72.868047
1551,CMB,DEL,28.556162,77.099958
1552,CMB,BKK,13.693062,100.752044
1553,CMB,BLR,13.200771,77.710228
1554,CMB,KWI,29.240116,47.971251
1555,CMB,SIN,1.361173,103.990201
1556,CMB,SHJ,25.320873,55.52029
1557,CMB,HYD,17.233702,78.430427
1558,CMB,DAC,23.848649,90.405874
1559,CMB,IST,41.260278,28.741944
1560,CMB,COK,10.155644,76.390537
1561,CMB,PVG,31.143333,121.805278
1562,CMB,RUH,24.959289,46.702876
1564,CMB,CKG,29.7192,106.641998
1565,CMB,DMK,13.9125,100.606667
1566,CMB,CGK,-6.130643,106.655526
1567,CMB,DMM,26.471111,49.797778
1569,CMB,TFU,30.314195,104.44186
1571,CMB,LHE,31.520833,74.402778
1572,CMB,MCT,23.600739,58.284042
1573,CMB,NRT,35.773213,140.387443
1574,CMB,TRV,8.476126,76.91907
1575,CMB,KTM,27.699906,85.35657
1576,CMB,CAN,23.387862,113.29734
1577,CMB,HKG,22.315248,113.93649
1578,CMB,KHI,24.899986,67.16828
1580,CMB,ICN,37.458764,126.441961
1581,CMB,KMG,25.101944,102.929167
1582,CMB,JED,21.670232,39.150579
1583,CMB,PEK,40.078538,116.587095
1584,CMB,IKA,35.408632,51.1548
1585,CNX,DMK,13.9125,100.606667
1586,CNX,BKK,13.693062,100.752044
1587,CNX,ICN,37.458764,126.441961
1588,CNX,HKT,8.107619,98.306436
1589,CNX,TPE,25.075512,121.23248
1590,CNX,HKG,22.315248,113.93649
1592,CNX,KMG,25.101944,102.929167
1593,CNX,PVG,31.143333,121.805278
1594,CNX,KUL,2.744344,101.717259
1595,CNX,CAN,23.387862,113.29734
1596,CNX,JHG,21.973422,100.766454
1598,CNX,RGN,16.900069,96.134152
1599,CNX,SIN,1.361173,103.990201
1602,CNX,PEK,40.078538,116.587095
1604,CNX,HAN,21.214184,105.802827
1610,CNX,KIX,34.43533,135.243977
1611,CNX,TFU,30.314195,104.44186
1612,CNX,MNL,14.511205,121.019208
1613,COK,BLR,13.200771,77.710228
1614,COK,BOM,19.089891,72.868047
1615,COK,DEL,28.556162,77.099958
1616,COK,AUH,24.426912,54.645974
1617,COK,HYD,17.233702,78.430427
1618,COK,DXB,25.256557,55.366071
1619,COK,MAA,12.982267,80.163782
1620,COK,DOH,25.260988,51.613594
1621,COK,MCT,23.600739,58.284042
1622,COK,KUL,2.744344,101.717259
1623,COK,KWI,29.240116,47.971251
1624,COK,SHJ,25.320873,55.52029
1625,COK,BAH,26.269181,50.62605
1627,COK,SIN,1.361173,103.990201
1628,COK,DMM,26.471111,49.797778
1629,COK,MLE,4.19183,73.529108
1630,COK,DMK,13.9125,100.606667
1634,COK,AMD,23.066389,72.624167
1635,COK,CMB,7.174112,79.886494
1636,COK,PNQ,18.581389,73.920556
1637,COK,TRV,8.476126,76.91907
1638,COK,CCU,22.655,88.447
1639,COK,RUH,24.959289,46.702876
1641,COK,JED,21.670232,39.150579
1642,COK,SGN,10.813045,106.662477
1643,COK,BKK,13.693062,100.752044
1646,CRK,CEB,10.313333,123.982778
1647,CRK,HKG,22.315248,113.93649
1648,CRK,SIN,1.361173,103.990201
1649,CRK,TPE,25.075512,121.23248
1652,CRK,ICN,37.458764,126.441961
1654,CRK,DXB,25.256557,55.366071
1655,CRK,DOH,25.260988,51.613594
1658,CRK,PUS,35.179319,128.948728
1660,CRK,NRT,35.773213,140.387443
1663,CRK,BKK,13.693062,100.752044
1666,CSX,PKX,39.508611,116.410833
1667,CSX,PEK,40.078538,116.587095
1668,CSX,KMG,25.101944,102.929167
1669,CSX,HAK,19.934877,110.45896
1670,CSX,XIY,34.438416,108.760946
1671,CSX,TAO,36.361944,120.088333
1672,CSX,TFU,30.314195,104.44186
1673,CSX,SYX,18.305276,109.40888
1674,CSX,SHA,31.19779,121.333473
1675,CSX,CKG,29.7192,106.641998
1676,CSX,TNA,36.857689,117.206881
1677,CSX,TSN,39.128273,117.355906
1678,CSX,URC,43.90126,87.475148
1679,CSX,PVG,31.143333,121.805278
1680,CSX,XMN,24.543064,118.134178
1681,CSX,NKG,31.735737,118.86652
1682,CSX,CTU,30.581134,103.956799
1683,CSX,LHW,36.509497,103.61756
1684,CSX,SHE,41.634992,123.485731
1685,CSX,TYN,37.754996,112.62585
1686,CSX,HRB,45.620854,126.23644
1687,CSX,NGB,29.826696,121.462002
1688,CSX,JJN,24.802809,118.587293
1689,CSX,SWA,23.54944,116.510277
1690,CSX,FOC,25.931231,119.66923
1691,CSX,HET,40.854712,111.814157
1692,CSX,LJG,26.679975,100.245768
1693,CSX,NTG,32.072921,120.975605
1694,CSX,WUX,31.492889,120.424374
1695,CSX,XNN,36.527506,102.043002
1696,CSX,DLC,38.96102,121.539991
1697,CSX,HGH,30.236934,120.432356
1698,CSX,INC,38.323031,106.388059
1699,CSX,NNG,22.61321,108.167501
1700,CSX,CGQ,43.99611,125.68528
1701,CSX,JHG,21.973422,100.766454
1702,CSX,DLU,25.65135,100.323158
1703,CSX,WNZ,27.91566,120.847381
1704,CSX,CAN,23.387862,113.29734
1705,CSX,CZX,31.914116,119.779762
1706,CSX,DMK,13.9125,100.606667
1707,CSX,YNT,37.657222,120.987222
1708,CSX,MIG,31.427633,104.747139
1709,CSX,DSN,39.496721,109.860527
1710,CSX,LYI,35.047477,118.407068
1711,CSX,YNZ,33.431217,120.204406
1712,CSX,ICN,37.458764,126.441961
1713,CSX,KUL,2.744344,101.717259
1714,CSX,LXA,29.2978,90.911903
1715,CSX,YBP,28.801665,104.551835
1717,CSX,UYN,38.361466,109.596181
1721,CSX,BAV,40.563442,109.998495
1723,CSX,LZO,29.030556,105.46889
1725,CSX,HYN,28.562224,121.428614
1726,CSX,JNG,35.646944,116.742222
1727,CSX,LYG,34.565938,118.876986
1728,CSX,SIN,1.361173,103.990201
1730,CSX,XUZ,34.055033,117.554758
1731,CSX,YTY,32.563057,119.720278
1732,CSX,ZHA,21.214727,110.362715
1734,CSX,HIA,33.7875,119.12778
1736,CSX,HSN,29.935258,122.356914
1738,CSX,KWE,26.544217,106.79598
1740,CSX,SZX,22.639444,113.810833
1744,CSX,HUZ,23.050418,114.596859
1746,CSX,FUG,32.866667,115.7
1752,CSX,YCU,35.114987,111.037051
1757,CSX,CJU,33.506698,126.493119
1758,CSX,HKT,8.107619,98.306436
1759,CSX,VTE,17.975432,102.567721
1760,CSX,ZUH,22.011788,113.370601
1761,CSX,PNH,11.552193,104.846174
1762,CTS,HND,35.553476,139.781206
1763,CTS,NRT,35.773213,140.387443
1764,CTS,KIX,34.43533,135.243977
1766,CTS,NGO,34.858333,136.805278
1767,CTS,ITM,34.790975,135.441719
1768,CTS,ICN,37.458764,126.441961
1769,CTS,FUK,33.584286,130.443891
1774,CTS,TPE,25.075512,121.23248
1777,CTS,PVG,31.143333,121.805278
1784,CTS,PUS,35.179319,128.948728
1786,CTS,HKG,22.315248,113.93649
1791,CTS,OKA,26.204954,127.645842
1796,CTS,PEK,40.078538,116.587095
1798,CTS,BKK,13.693062,100.752044
1799,CTS,KUL,2.744344,101.717259
1800,CTS,SIN,1.361173,103.990201
1801,CTS,SZX,22.639444,113.810833
1802,CTS,DMK,13.9125,100.606667
1803,CTS,DLC,38.96102,121.539991
1804,CTU,PEK,40.078538,116.587095
1805,CTU,SZX,22.639444,113.810833
1806,CTU,CAN,23.387862,113.29734
1807,CTU,LXA,29.2978,90.911903
1808,CTU,PVG,31.143333,121.805278
1809,CTU,PKX,39.508611,116.410833
1810,CTU,HGH,30.236934,120.432356
1811,CTU,SHA,31.19779,121.333473
1812,CTU,KMG,25.101944,102.929167
1813,CTU,WUH,30.776789,114.217577
1814,CTU,TSN,39.128273,117.355906
1815,CTU,CSX,28.193336,113.214592
1816,CTU,NKG,31.735737,118.86652
1817,CTU,XMN,24.543064,118.134178
1818,CTU,TAO,36.361944,120.088333
1819,CTU,URC,43.90126,87.475148
1820,CTU,HFE,31.992778,116.973333
1821,CTU,SYX,18.305276,109.40888
1822,CTU,WUX,31.492889,120.424374
1823,CTU,TNA,36.857689,117.206881
1825,CTU,CGO,34.527519,113.840242
1827,CTU,SJW,38.281868,114.692106
1828,CTU,YTY,32.563057,119.720278
1829,CTU,FOC,25.931231,119.66923
1830,CTU,KHN,28.859902,115.907845
1831,CTU,NGB,29.826696,121.462002
1832,CTU,XNN,36.527506,102.043002
1833,CTU,INC,38.323031,106.388059
1834,CTU,DLU,25.65135,100.323158
1835,CTU,NNG,22.61321,108.167501
1836,CTU,SHE,41.634992,123.485731
1837,CTU,TYN,37.754996,112.62585
1838,CTU,WNZ,27.91566,120.847381
1840,CTU,CGQ,43.99611,125.68528
1841,CTU,DLC,38.96102,121.539991
1842,CTU,HAK,19.934877,110.45896
1843,CTU,HET,40.854712,111.814157
1844,CTU,JHG,21.973422,100.766454
1845,CTU,LHW,36.509497,103.61756
1846,CTU,LJG,26.679975,100.245768
1848,CTU,DZH,31.048611,107.435556
1851,CTU,ZUH,22.011788,113.370601
1852,CTU,CZX,31.914116,119.779762
1853,CTU,KHG,39.53689,76.010387
1854,CTU,YIH,30.549934,111.478938
1858,CTU,FUG,32.866667,115.7
1859,CTU,HNY,26.723889,112.618333
1860,CTU,HRB,45.620854,126.23644
1861,CTU,NTG,32.072921,120.975605
1863,CTU,SWA,23.54944,116.510277
1865,CTU,YIN,43.951998,81.331444
1869,CTU,ACX,25.085556,104.959444
1871,CTU,LYG,34.565938,118.876986
1873,CTU,JNG,35.646944,116.742222
1875,CTU,LYA,34.736361,112.385406
1876,CTU,LYI,35.047477,118.407068
1877,CTU,XIY,34.438416,108.760946
1878,CTU,YNT,37.657222,120.987222
1882,CZX,SHE,41.634992,123.485731
1883,CZX,SZX,22.639444,113.810833
1884,CZX,CAN,23.387862,113.29734
1885,CZX,TFU,30.314195,104.44186
1886,CZX,CKG,29.7192,106.641998
1887,CZX,DLC,38.96102,121.539991
1888,CZX,HRB,45.620854,126.23644
1889,CZX,KMG,25.101944,102.929167
1890,CZX,CSX,28.193336,113.214592
1891,CZX,XIY,34.438416,108.760946
1892,CZX,XMN,24.543064,118.134178
1893,CZX,SWA,23.54944,116.510277
1894,CZX,KWE,26.544217,106.79598
1895,CZX,TAO,36.361944,120.088333
1896,CZX,HAK,19.934877,110.45896
1897,CZX,CTU,30.581134,103.956799
1898,CZX,MIG,31.427633,104.747139
1899,CZX,JJN,24.802809,118.587293
1900,CZX,INC,38.323031,106.388059
1901,CZX,WNZ,27.91566,120.847381
1902,CZX,DYG,29.10712,110.445685
1903,CZX,SYX,18.305276,109.40888
1904,CZX,TYN,37.754996,112.62585
1905,CZX,CGQ,43.99611,125.68528
1906,CZX,PEK,40.078538,116.587095
1907,CZX,PKX,39.508611,116.410833
1909,CZX,XNN,36.527506,102.043002
1910,CZX,NNG,22.61321,108.167501
1911,CZX,JHG,21.973422,100.766454
1912,CZX,MFM,22.156587,113.57285
1913,CZX,ZUH,22.011788,113.370601
1915,CZX,NRT,35.773213,140.387443
1916,CZX,HET,40.854712,111.814157
1918,CZX,FOC,25.931231,119.66923
1919,CZX,DMK,13.9125,100.606667
1920,CZX,VTE,17.975432,102.567721
1925,DAC,DXB,25.256557,55.366071
1926,DAC,SHJ,25.320873,55.52029
1927,DAC,KUL,2.744344,101.717259
1928,DAC,CCU,22.655,88.447
1930,DAC,DEL,28.556162,77.099958
1931,DAC,BKK,13.693062,100.752044
1932,DAC,DOH,25.260988,51.613594
1933,DAC,JED,21.670232,39.150579
1935,DAC,SIN,1.361173,103.990201
1936,DAC,MCT,23.600739,58.284042
1937,DAC,KWI,29.240116,47.971251
1938,DAC,RUH,24.959289,46.702876
1939,DAC,MAA,12.982267,80.163782
1940,DAC,BOM,19.089891,72.868047
1941,DAC,KTM,27.699906,85.35657
1942,DAC,CAN,23.387862,113.29734
1943,DAC,AUH,24.426912,54.645974
1944,DAC,BAH,26.269181,50.62605
1945,DAC,CMB,7.174112,79.886494
1946,DAC,IST,41.260278,28.741944
1947,DAC,MLE,4.19183,73.529108
1948,DAC,MED,24.544369,39.698966
1949,DAC,KMG,25.101944,102.929167
1950,DAC,DMM,26.471111,49.797778
1951,DAC,NRT,35.773213,140.387443
1953,DAC,HKG,22.315248,113.93649
1955,DAC,PEK,40.078538,116.587095
1956,DAC,DMK,13.9125,100.606667
1957,DAC,PKX,39.508611,116.410833
1958,DAD,HAN,21.214184,105.802827
1959,DAD,SGN,10.813045,106.662477
1960,DAD,ICN,37.458764,126.441961
1961,DAD,PUS,35.179319,128.948728
1962,DAD,HKG,22.315248,113.93649
1963,DAD,TPE,25.075512,121.23248
1964,DAD,BKK,13.693062,100.752044
1965,DAD,DMK,13.9125,100.606667
1966,DAD,KUL,2.744344,101.717259
1967,DAD,SIN,1.361173,103.990201
1969,DAD,MFM,22.156587,113.57285
1973,DAD,NRT,35.773213,140.387443
1975,DAD,KHH,22.5725,120.345278
1976,DAD,KIX,34.43533,135.243977
1977,DAD,MNL,14.511205,121.019208
1981,DEL,BOM,19.089891,72.868047
1982,DEL,BLR,13.200771,77.710228
1983,DEL,HYD,17.233702,78.430427
1984,DEL,PNQ,18.581389,73.920556
1985,DEL,CCU,22.655,88.447
1986,DEL,AMD,23.066389,72.624167
1988,DEL,MAA,12.982267,80.163782
1989,DEL,LKO,26.764257,80.884186
1990,DEL,DXB,25.256557,55.366071
1992,DEL,GAU,26.105185,91.588427
1995,DEL,BBI,20.252853,85.817385
1997,DEL,KTM,27.699906,85.35657
1999,DEL,COK,10.155644,76.390537
2000,DEL,BKK,13.693062,100.752044
2003,DEL,GOX,15.73139,73.86778
2004,DEL,JAI,26.822004,75.800995
2005,DEL,IDR,22.72715,75.808227
2011,DEL,SIN,1.361173,103.990201
2013,DEL,DOH,25.260988,51.613594
2015,DEL,AUH,24.426912,54.645974
2018,DEL,HKG,22.315248,113.93649
2020,DEL,KUL,2.744344,101.717259
2023,DEL,DAC,23.848649,90.405874
2024,DEL,TRV,8.476126,76.91907
2025,DEL,HKT,8.107619,98.306436
2027,DEL,BAH,26.269181,50.62605
2028,DEL,CMB,7.174112,79.886494
2029,DEL,RUH,24.959289,46.702876
2030,DEL,SHJ,25.320873,55.52029
2032,DEL,JED,21.670232,39.150579
2033,DEL,ALA,43.35136,77.037091
2034,DEL,KWI,29.240116,47.971251
2040,DEL,DMM,26.471111,49.797778
2041,DEL,HND,35.553476,139.781206
2042,DEL,IST,41.260278,28.741944
2044,DEL,TAS,41.257893,69.281204
2045,DEL,SGN,10.813045,106.662477
2049,DEL,MCT,23.600739,58.284042
2050,DEL,GYD,40.462487,50.05039
2058,DEL,HAN,21.214184,105.802827
2061,DEL,DPS,-8.748056,115.1675
2063,DEL,ICN,37.458764,126.441961
2072,DEL,TBS,41.674063,44.958958
2079,DEL,NRT,35.773213,140.387443
2080,DEL,MLE,4.19183,73.529108
2081,DEL,RGN,16.900069,96.134152
2083,DEL,BGW,33.255879,44.232069
2087,DEL,FRU,43.053581,74.469449
2088,DEL,IKA,35.408632,51.1548
2091,DEL,PNH,11.552193,104.846174
2093,DLC,PVG,31.143333,121.805278
2094,DLC,PEK,40.078538,116.587095
2095,DLC,NKG,31.735737,118.86652
2096,DLC,HGH,30.236934,120.432356
2097,DLC,YNT,37.657222,120.987222
2098,DLC,CGO,34.527519,113.840242
2099,DLC,TAO,36.361944,120.088333
2100,DLC,TNA,36.857689,117.206881
2101,DLC,XIY,34.438416,108.760946
2102,DLC,PKX,39.508611,116.410833
2103,DLC,TSN,39.128273,117.355906
2104,DLC,CAN,23.387862,113.29734
2105,DLC,ICN,37.458764,126.441961
2106,DLC,TYN,37.754996,112.62585
2107,DLC,WUH,30.776789,114.217577
2108,DLC,NGB,29.826696,121.462002
2109,DLC,CSX,28.193336,113.214592
2110,DLC,TFU,30.314195,104.44186
2111,DLC,WUX,31.492889,120.424374
2112,DLC,CZX,31.914116,119.779762
2113,DLC,SZX,22.639444,113.810833
2114,DLC,WEH,37.188142,122.236067
2115,DLC,HFE,31.992778,116.973333
2116,DLC,KHN,28.859902,115.907845
2117,DLC,SJW,38.281868,114.692106
2118,DLC,NRT,35.773213,140.387443
2119,DLC,SHA,31.19779,121.333473
2120,DLC,CTU,30.581134,103.956799
2121,DLC,HET,40.854712,111.814157
2123,DLC,NTG,32.072921,120.975605
2124,DLC,WNZ,27.91566,120.847381
